mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.045861625671387,0.3802130650350302,0.07312507629394531,0.010010558927524633,,entropy,,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'n_estimators': 100}",0.5247619047619048,0.6060749881347888,0.8210526315789474,0.6809432146294514,0.7319189971070396,0.6729503472424263,0.10188974665018652,20
11.703754568099976,1.4918915555691499,0.0612187385559082,0.011472038299786831,,entropy,,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'n_estimators': 125}",0.5228571428571429,0.5951589938300902,0.8449760765550239,0.6934552454282964,0.7405978784956606,0.6794090674332429,0.11221441994293822,18
15.2133460521698,0.3247175780850484,0.09080352783203124,0.044766488005731284,,entropy,,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'n_estimators': 150}",0.4919047619047619,0.5970574276222117,0.84688995215311,0.6804619826756496,0.7449373191899711,0.6722502887091408,0.1216785303679583,21
8.664145803451538,0.829929160972834,0.03927536010742187,0.006265294875099915,,entropy,20,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 100}",0.5385714285714286,0.5975320360702421,0.8248803827751197,0.6496631376323387,0.7251687560270009,0.667163148215226,0.09992992457190333,24
8.850573921203614,0.17673736090568556,0.04169931411743164,0.004185240091131699,,entropy,20,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 125}",0.5004761904761905,0.5894636924537257,0.8416267942583732,0.6770933589990376,0.7396335583413693,0.6696587189057391,0.11796502970058753,22
10.029914999008179,0.23956324433766524,0.05160841941833496,0.005722365937819663,,entropy,20,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 150}",0.4928571428571429,0.5832937826293308,0.8411483253588516,0.6722810394610202,0.7309546769527483,0.6641069934518188,0.11978008798891063,25
6.573117065429687,0.17103680644543254,0.03598551750183106,0.003362700650151379,,entropy,30,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 30, 'n_estimators': 100}",0.4785714285714286,0.5989558614143332,0.8277511961722488,0.6665062560153994,0.7386692381870781,0.6620907960720975,0.11915745924338625,27
8.142189073562623,0.2838912290668621,0.04089226722717285,0.0027796836137565922,,entropy,30,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 30, 'n_estimators': 125}",0.5071428571428571,0.5738016136687233,0.8315789473684211,0.6616939364773821,0.7386692381870781,0.6625773185688922,0.11523307573029307,26
10.133173513412476,0.3024419094398982,0.05436472892761231,0.009840805145705454,,entropy,30,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 30, 'n_estimators': 150}",0.5428571428571428,0.5875652586616041,0.8325358851674641,0.6410009624639076,0.7377049180327869,0.6683328334365812,0.1046801887190155,23
6.899548196792603,0.09938996656877538,0.04796743392944336,0.027891638834807737,balanced,entropy,,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'n_estimators': 100}",0.580952380952381,0.599905078310394,0.8473684210526315,0.7021174205967277,0.7372227579556413,0.6935132117735551,0.09704473766756759,2
8.23456530570984,0.27866864530398305,0.045548868179321286,0.004320067415010122,balanced,entropy,,125,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'n_estimators': 125}",0.5466666666666666,0.6041765543426673,0.8516746411483254,0.6929740134744947,0.7285438765670202,0.6848071504398348,0.10526960112356179,14
10.869110012054444,0.3460339655348759,0.052125167846679685,0.007680456341447255,balanced,entropy,,150,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': None, 'n_estimators': 150}",0.5552380952380952,0.6018035121025154,0.8454545454545455,0.7059672762271415,0.7343297974927676,0.688558645303013,0.10228900673487662,9
7.247212219238281,0.1573991588960854,0.03428893089294434,0.0019283232502502212,balanced,entropy,20,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 100}",0.5671428571428572,0.6027527289985761,0.8516746411483254,0.6881616939364774,0.733847637415622,0.6887159117283717,0.10075951935308589,7
8.199296283721925,0.14931366345355881,0.04212818145751953,0.0037158242528857856,balanced,entropy,20,125,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 125}",0.5676190476190476,0.6065495965828192,0.8430622009569378,0.7059672762271415,0.7319189971070396,0.6910234236985972,0.09734066359562253,3
9.633881235122681,0.2557964405852439,0.048731517791748044,0.0013113698196308326,balanced,entropy,20,150,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 20, 'n_estimators': 150}",0.5557142857142857,0.5870906502135738,0.8511961722488038,0.7146294513955727,0.7348119575699132,0.6886885034284298,0.1069703833622783,8
6.419801235198975,0.11906333201939782,0.035072946548461915,0.004429613121534462,balanced,entropy,30,100,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 30, 'n_estimators': 100}",0.5657142857142857,0.6037019458946369,0.8435406698564594,0.6973051010587104,0.740115718418515,0.6900755441885215,0.09902923953793888,5
7.912369203567505,0.14825084647349648,0.04203782081604004,0.00235384465148259,balanced,entropy,30,125,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 30, 'n_estimators': 125}",0.5695238095238095,0.6041765543426673,0.8550239234449761,0.7127045235803657,0.7299903567984571,0.6942838335380552,0.10112965883883547,1
