mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_features,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.056886339187622,0.01150257644102941,0.005745315551757812,0.0014002127810855921,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",20,sqrt,4,10,50,RobustScaler(),"{'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50, 'scaler': RobustScaler()}",,,,,,,,1
1.7739985942840577,0.18008616155381557,0.0025806427001953125,0.0007366752305986515,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",20,sqrt,4,10,100,RobustScaler(),"{'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100, 'scaler': RobustScaler()}",,,,,,,,1
