mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_features,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,param_scaler,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.1499402046203613,0.01705798063885385,0.034284543991088864,0.004828695571904087,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",20,sqrt,4,10,50,RobustScaler(),"{'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50, 'scaler': RobustScaler()}",0.7138508371385084,0.6338028169014085,0.6884469696969697,0.6639848556554662,0.7006562342251388,0.6801483427234982,0.02840586218091648,2
1.8855323791503906,0.1995916699853,0.04167561531066895,0.004639015337481162,"['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2']",20,sqrt,4,10,100,RobustScaler(),"{'features': ['rssi_1', 'rssi_accuracy_1', 'rssi_2', 'rssi_accuracy_2'], 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100, 'scaler': RobustScaler()}",0.7163876204972095,0.6421654929577465,0.6875,0.6706105063890203,0.701665825340737,0.6836658890369427,0.025698777069694725,1
