mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__class_weight,param_rf__criterion,param_rf__n_estimators,param_scaler__with_centering,param_scaler__with_scaling,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.1799200057983397,0.058435975519058804,0.06161336898803711,0.007382441950365046,balanced,entropy,100,False,True,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 100, 'scaler__with_centering': False, 'scaler__with_scaling': True}",0.6252380952380953,0.5002373042240151,0.669377990430622,0.6410009624639076,0.5810028929604629,0.6033714490634206,0.058971176231838104,14
3.146267890930176,0.03320230575952319,0.057353878021240236,0.0026442512508144,balanced,entropy,100,False,False,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 100, 'scaler__with_centering': False, 'scaler__with_scaling': False}",0.6261904761904762,0.4878974845752254,0.6751196172248803,0.6390760346487007,0.573288331726133,0.6003143888730832,0.0650166554102566,26
3.9052616119384767,0.08588788569828315,0.0680109977722168,0.0016787225043521654,balanced,entropy,125,True,True,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 125, 'scaler__with_centering': True, 'scaler__with_scaling': True}",0.6314285714285715,0.4907451352634077,0.6688995215311004,0.6361886429258903,0.5824493731918997,0.6019422488681739,0.062081084659840885,19
3.9010002613067627,0.05890755285015685,0.06969652175903321,0.0022030779873718352,balanced,entropy,125,True,False,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 125, 'scaler__with_centering': True, 'scaler__with_scaling': False}",0.6271428571428571,0.4907451352634077,0.6665071770334928,0.6405197305101059,0.5810028929604629,0.6011835585820654,0.061793687932264287,23
3.9464853763580323,0.06613122536526943,0.07080607414245606,0.002662183013244792,balanced,entropy,125,False,True,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 125, 'scaler__with_centering': False, 'scaler__with_scaling': True}",0.6242857142857143,0.4931181775035596,0.6727272727272727,0.6405197305101059,0.5785920925747348,0.6018485975202775,0.06226690387975864,20
3.9919671058654784,0.06656658930661431,0.07247433662414551,0.005064395919966018,balanced,entropy,125,False,False,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 125, 'scaler__with_centering': False, 'scaler__with_scaling': False}",0.6223809523809524,0.4907451352634077,0.6655502392344498,0.6395572666025024,0.5752169720347156,0.5986901131032055,0.061489451387308214,34
4.76170539855957,0.10836525466178536,0.08152985572814941,0.0020948778393398374,balanced,entropy,150,True,True,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 150, 'scaler__with_centering': True, 'scaler__with_scaling': True}",0.6252380952380953,0.49169435215946844,0.6732057416267943,0.6414821944177094,0.5785920925747348,0.6020424952033604,0.06306245702998255,18
4.690834188461304,0.0872283720506509,0.08527398109436035,0.0038237394039199357,balanced,entropy,150,True,False,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 150, 'scaler__with_centering': True, 'scaler__with_scaling': False}",0.6333333333333333,0.4902705268153773,0.6669856459330143,0.6410009624639076,0.5790742526518804,0.6021329442395025,0.06282509646144455,17
4.720665216445923,0.11036535638363741,0.08468861579895019,0.005027418152706441,balanced,entropy,150,False,True,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 150, 'scaler__with_centering': False, 'scaler__with_scaling': True}",0.6257142857142857,0.4869482676791647,0.6708133971291866,0.6371511068334937,0.5790742526518804,0.5999402620016022,0.06367814331684357,29
4.8384108543396,0.09902902857289417,0.08287272453308106,0.005180944521042944,balanced,entropy,150,False,False,"{'rf__class_weight': 'balanced', 'rf__criterion': 'entropy', 'rf__n_estimators': 150, 'scaler__with_centering': False, 'scaler__with_scaling': False}",0.628095238095238,0.48884670147128617,0.6717703349282297,0.6371511068334937,0.5790742526518804,0.6009875267960256,0.0634170241312511,24
3.611855316162109,0.07686455968653635,0.0552058219909668,0.0010970393332948652,balanced_subsample,entropy,100,True,True,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 100, 'scaler__with_centering': True, 'scaler__with_scaling': True}",0.6214285714285714,0.4902705268153773,0.6645933014354067,0.6337824831568816,0.573288331726133,0.596672642912474,0.06078066865944811,36
3.5506834030151366,0.062249980364088575,0.05520477294921875,0.001250554231104865,balanced_subsample,entropy,100,True,False,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 100, 'scaler__with_centering': True, 'scaler__with_scaling': False}",0.6247619047619047,0.48932130991931655,0.6665071770334928,0.6376323387872955,0.579556412729026,0.599555828646207,0.06183732805438483,31
3.5384043216705323,0.0595954965717108,0.055443429946899415,0.0024218528687077953,balanced_subsample,entropy,100,False,True,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 100, 'scaler__with_centering': False, 'scaler__with_scaling': True}",0.6252380952380953,0.49549121974371146,0.6688995215311004,0.6352261790182868,0.5766634522661523,0.6003036935594693,0.06015182070160665,27
3.550711488723755,0.06749836341323283,0.0563570499420166,0.0018910414765331903,balanced_subsample,entropy,100,False,False,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 100, 'scaler__with_centering': False, 'scaler__with_scaling': False}",0.6252380952380953,0.4973896535358329,0.6727272727272727,0.6371511068334937,0.5810028929604629,0.6027018042590315,0.06026557381232733,15
4.512942981719971,0.07605978852851822,0.07153301239013672,0.005746807233361771,balanced_subsample,entropy,125,True,True,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 125, 'scaler__with_centering': True, 'scaler__with_scaling': True}",0.6247619047619047,0.4931181775035596,0.6660287081339713,0.6333012512030799,0.579556412729026,0.5993532908663083,0.05986900472551379,32
4.526787614822387,0.06932270392736406,0.06817121505737304,0.0017173997774951588,balanced_subsample,entropy,125,True,False,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 125, 'scaler__with_centering': True, 'scaler__with_scaling': False}",0.6285714285714286,0.4907451352634077,0.6703349282296651,0.6448508180943214,0.5824493731918997,0.6033903366701445,0.06318560373961454,13
4.489128446578979,0.07943330342762948,0.0764070987701416,0.011597863537662637,balanced_subsample,entropy,125,False,True,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 125, 'scaler__with_centering': False, 'scaler__with_scaling': True}",0.6266666666666667,0.4897959183673469,0.6626794258373205,0.6376323387872955,0.5819672131147541,0.5997483125546766,0.060870056243613836,30
4.529416036605835,0.09426394916923918,0.07047915458679199,0.001324755537357303,balanced_subsample,entropy,125,False,False,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 125, 'scaler__with_centering': False, 'scaler__with_scaling': False}",0.6295238095238095,0.4902705268153773,0.6665071770334928,0.641963426371511,0.5781099324975892,0.6012749744483561,0.06255780306247158,22
5.3521449089050295,0.08552635301596981,0.08020243644714356,0.0014494949441491406,balanced_subsample,entropy,150,True,True,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 150, 'scaler__with_centering': True, 'scaler__with_scaling': True}",0.6209523809523809,0.4902705268153773,0.6698564593301436,0.6342637151106834,0.5776277724204436,0.5985941709258058,0.0616832577385806,35
5.369524574279785,0.10661548194807392,0.08102140426635743,0.0014828393537628924,balanced_subsample,entropy,150,True,False,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 150, 'scaler__with_centering': True, 'scaler__with_scaling': False}",0.6285714285714286,0.4926435690555292,0.6722488038277512,0.634744947064485,0.5761812921890067,0.6008780081416402,0.06218087671801268,25
5.393636846542359,0.09497561300307081,0.08016562461853027,0.003226944548152637,balanced_subsample,entropy,150,False,True,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 150, 'scaler__with_centering': False, 'scaler__with_scaling': True}",0.6238095238095238,0.4921689606074988,0.6641148325358852,0.6371511068334937,0.5776277724204436,0.5989744392413691,0.06030024985534461,33
4.52979474067688,0.37843399202212646,0.06627078056335449,0.004497414485675508,balanced_subsample,entropy,150,False,False,"{'rf__class_weight': 'balanced_subsample', 'rf__criterion': 'entropy', 'rf__n_estimators': 150, 'scaler__with_centering': False, 'scaler__with_scaling': False}",0.6271428571428571,0.4950166112956811,0.6684210526315789,0.6371511068334937,0.5800385728061717,0.6015540401419566,0.06034281258225717,21
