mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlp__activation,param_mlp__alpha,param_mlp__hidden_layer_sizes,param_mlp__learning_rate,param_mlp__learning_rate_init,param_scaler__with_mean,param_scaler__with_std,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
48.62412114143372,10.105832798294518,0.0683772087097168,0.007204174412759889,relu,0.0001,"(100, 50)",constant,0.01,False,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': False, 'scaler__with_std': False}",0.5920040678827941,0.6088338099777566,0.6550759646557752,0.599872854418309,0.6291799109980928,0.6169933215865455,0.022728622884139127,197
354.58290338516235,90.82131114904753,0.41001062393188475,0.11168270704218076,relu,0.0001,"(100, 100)",constant,0.001,True,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 100), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': True, 'scaler__with_std': True}",0.5972160427127693,0.5957419764855418,0.6760536520246647,0.5855689764780674,0.6249205340114431,0.6159002363424972,0.03278792169468904,231
322.3693240642548,112.2703135741732,0.37937283515930176,0.13045926900611451,relu,0.0001,"(100, 100)",constant,0.001,True,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 100), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': True, 'scaler__with_std': False}",0.5976609673933769,0.5989831585637114,0.6723030957981057,0.5865861411315957,0.6195168467895741,0.6150100419352728,0.03055674991188489,250
146.96399636268615,41.73260212894236,0.3203888416290283,0.09547593606199888,relu,0.0001,"(100, 100)",constant,0.001,False,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 100), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': False, 'scaler__with_std': True}",0.5910506578529207,0.609469335875437,0.6809484457440722,0.5957406230133503,0.6261919898283534,0.6206802104628267,0.03252142990311854,67
206.20234684944154,53.66571426482228,0.2275252342224121,0.01946251886059949,relu,0.0001,"(100, 100)",constant,0.001,False,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 100), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': False, 'scaler__with_std': False}",0.5935295239305918,0.5938353987925008,0.6844447269722205,0.5881754609027336,0.6279084551811824,0.6175787131558458,0.03628891592872529,176
64.6082181930542,41.675605283271445,0.15111351013183594,0.10473512320070973,relu,0.0001,"(100, 100)",constant,0.01,True,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 100), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': True, 'scaler__with_std': True}",0.6050975656263904,0.6059739434381951,0.6818384082385099,0.5833439287984743,0.633248569612206,0.6219004831427551,0.033893759066319605,31
44.791283226013185,9.052249782592215,0.0842358112335205,0.00544608448839374,relu,0.0001,"(100, 100)",constant,0.01,True,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 100), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': True, 'scaler__with_std': False}",0.5918769465454776,0.6055926278995869,0.6662004958362469,0.5872218690400508,0.6121424030514939,0.6126068684745712,0.028269489037589822,292
38.53610982894897,7.900116499820065,0.08984103202819824,0.023125378086001687,relu,0.0001,"(100, 100)",constant,0.01,False,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 100), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': False, 'scaler__with_std': True}",0.5888260344498825,0.617159199237369,0.6919458394253385,0.5802288620470438,0.6217418944691672,0.6199803659257602,0.03934683156402787,94
49.615155172348025,11.734555070496317,0.09356923103332519,0.01429562826351367,relu,0.0001,"(100, 100)",constant,0.01,False,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 100), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.01, 'scaler__with_mean': False, 'scaler__with_std': False}",0.5710290472255768,0.6090880203368287,0.6770071832687051,0.5643992371265099,0.6108709472345836,0.6064788870384408,0.04006925608979434,322
27.70823278427124,3.3424282361453845,0.022498464584350585,0.0017225031663166794,relu,0.001,"(50,)",constant,0.001,True,True,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': True, 'scaler__with_std': True}",0.5926396745693765,0.6013346043851286,0.6819655457377153,0.5900190718372537,0.6219326128417038,0.6175783018742356,0.03408806593673565,177
32.29089102745056,6.893422353594589,0.023047637939453126,0.002838375258575156,relu,0.001,"(50,)",constant,0.001,True,False,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate': 'constant', 'mlp__learning_rate_init': 0.001, 'scaler__with_mean': True, 'scaler__with_std': False}",0.5976609673933769,0.6071178900540197,0.6747822770326107,0.5963763509218055,0.6312142403051494,0.6214303451413925,0.029460772415575234,42
