mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
35.955919075012204,0.21005190575599417,0.6001804828643799,0.020316721059713785,,entropy,,sqrt,2,5,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 125}",0.5657535117269433,0.5776294884016524,0.6326361960460237,0.5657342657342658,0.5931977113795296,0.586990234657683,0.02495004907609696,116
43.0360107421875,0.2887456493457052,0.7114949703216553,0.02237361570391412,,entropy,,sqrt,2,5,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.5623847962880569,0.5762948840165236,0.6331447460428453,0.5683407501589319,0.5939605848696757,0.5868251522752067,0.025480619447273478,122
27.362946033477783,0.17704395048784038,0.4316110610961914,0.03002679677706657,,entropy,,sqrt,2,10,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.5707748045509439,0.5820781696854147,0.6422986459856335,0.5734265734265734,0.6019071837253656,0.5940970754747863,0.02645766906944754,80
34.02436122894287,0.1429048082080808,0.5529769897460938,0.018588242781233277,,entropy,,sqrt,2,10,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 125}",0.5700120765270451,0.582777248172863,0.6409001334943741,0.5735537190082645,0.6029243483788939,0.5940335051162882,0.026071754602729542,81
40.75708875656128,0.10704101248560086,0.6468617439270019,0.018528795237707806,,entropy,,sqrt,2,10,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 150}",0.571346850568868,0.5844931680965999,0.6409001334943741,0.5716465352828989,0.6016528925619835,0.5940079160009448,0.025928406776689568,82
25.643498706817628,0.06884377421738676,0.40360226631164553,0.015651260145300324,,entropy,,sqrt,4,2,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.5729358672853239,0.5837305370193835,0.6456042209649736,0.5743165924984107,0.6047679593134139,0.5962710354163011,0.02716524488265126,60
31.87290620803833,0.12758261187341682,0.49948878288269044,0.006699865187375388,,entropy,,sqrt,4,2,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 125}",0.5715375325748426,0.5829043533523991,0.6463034772106032,0.5752701843610935,0.6080101716465353,0.5968051438290948,0.027824723860617306,53
38.490988159179686,0.21101625405108265,0.611959171295166,0.01582171831912387,,entropy,,sqrt,4,2,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 150}",0.570266319201678,0.5840482999682237,0.6461127709617952,0.5719643992371265,0.6060394151303242,0.5956862408998296,0.02826433445484029,66
25.727892780303954,0.134613498128048,0.42119636535644533,0.02767094967849193,,entropy,,sqrt,4,5,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.5733807919659315,0.5855735621226565,0.6468120272074248,0.5736808645899555,0.603432930705658,0.5965760353183253,0.02740049075733453,57
33.174994230270386,1.1014614686528599,0.5533316135406494,0.02350584393035458,,entropy,,sqrt,4,5,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 125}",0.5712197292315515,0.582713695583095,0.6440150022249063,0.5758423394787031,0.6064208518753973,0.5960423236787306,0.026873572959716242,63
41.75331802368164,0.4679562581707885,0.6385753631591797,0.016186476137903194,,entropy,,sqrt,4,5,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 150}",0.5728087459480073,0.5828408007626311,0.6461127709617952,0.5755880483153211,0.605276541640178,0.5965253815255865,0.027289596809717303,58
26.59641761779785,0.3458351073020134,0.3957273006439209,0.013177072977310588,,entropy,,sqrt,4,10,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.5739528379838555,0.5872894820463934,0.6475748522026572,0.5769866497139224,0.6062937062937063,0.598419505648107,0.027055918746803725,29
31.7057466506958,0.19015646728547875,0.486552095413208,0.012485006983121669,,entropy,,sqrt,4,10,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 125}",0.5734443526345897,0.5873530346361614,0.6479562647002733,0.5766687857596948,0.6059758423394787,0.5982796560140395,0.02731376867572841,30
38.115376329422,0.2029251077554441,0.5976515293121338,0.0174944015317403,,entropy,,sqrt,4,10,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 150}",0.5740163986525139,0.5848744836352081,0.6479562647002733,0.5745708836617928,0.6058486967577876,0.5974533454815152,0.02775662830249161,39
30.98221697807312,0.18970023712140077,0.5211532115936279,0.0037851898123553284,,entropy,,log2,1,2,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.5506260725862836,0.5638385764219892,0.6145826711588583,0.5555626191989829,0.5792752701843611,0.572777041910095,0.023051401537142482,458
38.92104620933533,0.19002769057448082,0.6599876403808593,0.011903884843825216,,entropy,,log2,1,2,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 125}",0.551007436598233,0.5609787098824277,0.6164261648973365,0.5565162110616656,0.5815638906547997,0.5732984826188925,0.02391077631656596,454
46.55991454124451,0.23964255768835627,0.7908421039581299,0.013989144999950203,,entropy,,log2,1,2,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.550181147905676,0.5625039720368605,0.6153454961540906,0.5565162110616656,0.5800381436745073,0.5729169941665601,0.02343170490061013,457
29.832669019699097,0.14242097565247752,0.4909081935882568,0.019353361463867978,,entropy,,log2,1,5,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.5601601728850187,0.5734350174769622,0.6272328523297946,0.5606484424666243,0.5923076923076923,0.5827568354932184,0.025122187141701495,162
38.070837306976316,0.22060290289010887,0.6276428699493408,0.026873101215007498,,entropy,,log2,1,5,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 125}",0.561050022246234,0.5707022561169368,0.6251350835929057,0.5630006357279085,0.5935791481246027,0.5826934291617174,0.024165364947879683,168
45.31984438896179,0.28269902564387117,0.7614684104919434,0.01911196931336122,,entropy,,log2,1,5,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.5592067628551453,0.5705115983476327,0.6263428898353569,0.5605848696757788,0.5904640813731723,0.5814220404174172,0.025085394973640998,266
28.133269786834717,0.14851779470676593,0.4774914741516113,0.07857262859774715,,entropy,,log2,1,10,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.5698213945210704,0.5797267238639975,0.6391202085054987,0.5689764780673872,0.6013350286077559,0.5917959667131419,0.026381262559174983,99
36.2057541847229,0.40547146921668875,0.557515001296997,0.020375173273410728,,entropy,,log2,1,10,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 125}",0.5663255577448675,0.5801080394026057,0.6391202085054987,0.5696122059758424,0.6007628734901462,0.591185777023792,0.02681639886100023,105
43.29987020492554,0.5767381057631649,0.6543972492218018,0.015968351343748313,,entropy,,log2,1,10,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",0.5678510137926651,0.576866857324436,0.6409637022439768,0.5712015257469802,0.6005085823267642,0.5914783362869646,0.027251574335568966,102
28.88741292953491,0.24162264077792397,0.4790187835693359,0.03806270912056947,,entropy,,log2,2,2,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.5638466916671964,0.5734985700667302,0.6316190960523806,0.5647806738715829,0.5928162746344564,0.5853122612584694,0.025387056637012878,135
36.07832961082458,0.08498252111476301,0.6089056491851806,0.022713021272450177,,entropy,,log2,2,2,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 125}",0.5644187376851204,0.5741340959644106,0.6292034835674782,0.5670692943420216,0.5942784488239033,0.5858208120765869,0.024082505451594273,128
43.331665468215945,0.12165521785939691,0.7635882377624512,0.05379903844131993,,entropy,,log2,2,2,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.5630839636432975,0.5752144899904671,0.6306019960587376,0.5644628099173554,0.5934520025429116,0.5853630524305539,0.025092486478687184,134
28.509727954864502,0.19433115514723778,0.4635783195495605,0.013437431947031288,,entropy,,log2,2,5,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.5653085870463357,0.5759135684779155,0.632572627296421,0.5683407501589319,0.5958677685950413,0.5876006603149291,0.02488088293825487,112
35.57843117713928,0.10793074456357701,0.5877340793609619,0.02497805727996609,,entropy,,log2,2,5,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 125}",0.5634017669865887,0.5746425166825548,0.6343525522852965,0.570184361093452,0.5958677685950413,0.5876897931285866,0.025732750191603357,110
42.82246994972229,0.16784043688645203,0.7480509281158447,0.057459684917903556,,entropy,,log2,2,5,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.5637195703298798,0.5774388306323482,0.6302205835611213,0.5661157024793388,0.5954227590591227,0.5865834892123621,0.024526078184596234,126
27.352767372131346,0.11739691355553272,0.43086562156677244,0.011366477432586787,,entropy,,log2,2,10,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",0.5687408631538804,0.5814426437877344,0.6407094272455661,0.57361729179911,0.6016528925619835,0.5932326237096549,0.026262364741867893,91
33.95746712684631,0.23500488743772546,0.5575559616088868,0.05150494566858911,,entropy,,log2,2,10,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 125}",0.5704570012076527,0.5809977756593582,0.6422986459856335,0.5729179910998092,0.6043229497774952,0.5941988727459898,0.026858542304143442,79
40.78568277359009,0.2901250963203248,0.639775276184082,0.021022695716416868,,entropy,,log2,2,10,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 150}",0.571346850568868,0.5822052748649508,0.6403280147479499,0.5723458359821996,0.6010171646535283,0.5934486281634993,0.025749520520665686,87
25.705081272125245,0.2592076804156566,0.4281041145324707,0.024760492324102476,,entropy,,log2,4,2,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.5719824572554504,0.582777248172863,0.6468120272074248,0.5774316592498411,0.6055944055944056,0.5969195594959971,0.027445049035798728,50
32.248368692398074,0.33776272989461564,0.527908182144165,0.04307525590090962,,entropy,,log2,4,2,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 125}",0.5741435199898303,0.5816968541468065,0.6470027334562329,0.5774952320406865,0.6061029879211698,0.5972882655109452,0.02727549516239843,43
38.301303958892824,0.20957517869331282,0.6062452793121338,0.012330189886611146,,entropy,,log2,4,2,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 150}",0.573253670628615,0.5832856688910073,0.6464941834594113,0.5764144945963128,0.6055944055944056,0.5970084846339504,0.027200263649444924,48
25.625705337524415,0.19487383858310503,0.41987881660461424,0.013306063683256219,,entropy,,log2,4,5,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.5743977626644632,0.5850651414045123,0.6452228084673575,0.5742530197075651,0.6041958041958042,0.5966269072879404,0.02663550246695368,56
31.93118200302124,0.246922011155818,0.5029515266418457,0.01721392694345814,,entropy,,log2,4,5,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 125}",0.5733807919659315,0.5811248808388941,0.6444599834721251,0.5744437380801017,0.6064844246662429,0.595978763804659,0.027040196278598345,65
38.34548549652099,0.19540228372816273,0.6228664875030517,0.04408826527753703,,entropy,,log2,4,5,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 150}",0.5716646539121591,0.5830950111217033,0.6448413959697413,0.5756516211061665,0.6048951048951049,0.5960295574009751,0.02697185501199049,64
25.67317099571228,0.3404030078681281,0.3959493160247803,0.01181365525411241,,entropy,,log2,4,10,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.5746520053390962,0.5853829043533524,0.6454770834657683,0.5752701843610935,0.6044500953591863,0.5970464545756993,0.026503190058549647,47
32.19446396827698,0.2865786677077097,0.5093418598175049,0.03783625040942882,,entropy,,log2,4,10,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 125}",0.5747155660077544,0.5857642198919606,0.6485283834466976,0.5753973299427845,0.6045772409408773,0.5977965480460149,0.027564217904920998,36
38.21168251037598,0.09023292435868457,0.6019184112548828,0.039047156076650116,,entropy,,log2,4,10,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 150}",0.5719824572554504,0.5863997457896409,0.6471298709554383,0.5755244755244755,0.6076287349014622,0.5977330568852934,0.02765041804901882,37
28.408556413650512,0.18883396053910456,0.4862650394439697,0.023403119533014306,,entropy,20,sqrt,1,2,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.5653085870463357,0.576930409914204,0.6304748585595321,0.563191354100445,0.5973935155753337,0.5866597450391702,0.025045060533314494,124
35.42339324951172,0.08812758483851797,0.5653085708618164,0.015317212048088448,,entropy,20,sqrt,1,2,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 125}",0.5654992690523104,0.576866857324436,0.6297120335642998,0.5636999364272092,0.5984742530197076,0.5868504698775926,0.024753664260205907,120
42.67455706596375,0.20922643869833193,0.6890859603881836,0.029011468906406834,,entropy,20,sqrt,1,2,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.5644822983537787,0.5757864632983795,0.629648464814697,0.564907819453274,0.6,0.5869650091840258,0.02493487583029203,117
27.569757652282714,0.2215545779662211,0.4392853736877441,0.038387313533594015,,entropy,20,sqrt,1,5,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.5680416957986398,0.580743565300286,0.6392473460047041,0.5710743801652892,0.60184361093452,0.5921901196406878,0.0263348319954779,97
34.16608142852783,0.30240882312433365,0.573155689239502,0.030793369757076146,,entropy,20,sqrt,1,5,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 125}",0.5672154071060828,0.58061646012075,0.637403852266226,0.5712015257469802,0.6033693579148125,0.5919613206309702,0.025950730918005586,98
41.01412692070007,0.14099825520263667,0.6680304050445557,0.03417847836566434,,entropy,20,sqrt,1,5,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.5700120765270451,0.5804893549412139,0.6374674210158287,0.5705022250476796,0.6025429116338207,0.5922027978331176,0.025519999141716584,96
26.452320194244386,0.16637414254870442,0.4013641834259033,0.009490726637906594,,entropy,20,sqrt,1,10,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.5747155660077544,0.5861455354305688,0.6435064522280847,0.5762873490146218,0.6094723458359822,0.5980254497034024,0.025909770683316756,33
32.989242458343504,0.13388847712007046,0.5165156841278076,0.026596020759390018,,entropy,20,sqrt,1,10,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 125}",0.5736350346405644,0.5881156657133778,0.6473841459538491,0.573744437380801,0.6109980928162746,0.5987754753009733,0.02787264392901947,25
39.46682438850403,0.12894257073567164,0.6154402256011963,0.030839252508050873,,entropy,20,sqrt,1,10,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",0.5747155660077544,0.5867810613282491,0.6494183459411353,0.5748887476160204,0.6080101716465353,0.598762778507939,0.028083091419821474,26
26.762801551818846,0.24818909590236052,0.4276149749755859,0.010603124823315397,,entropy,20,sqrt,2,2,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.5703934405389944,0.5837305370193835,0.6391837772551013,0.571900826446281,0.6041322314049586,0.5938681625329438,0.025671984441983757,83
33.28248300552368,0.12695504401601249,0.5716939926147461,0.04145967060068629,,entropy,20,sqrt,2,2,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 125}",0.5689951058285133,0.5851922465840483,0.6426800584832496,0.5733630006357279,0.6044500953591863,0.5949361013781451,0.026845029906939155,71
40.53101511001587,0.3518087344766523,0.6725734233856201,0.025755482916957024,,entropy,20,sqrt,2,2,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 150}",0.5678510137926651,0.5833492214807754,0.6393744835039095,0.5720915448188175,0.6048315321042593,0.5934995591400853,0.02627585434144298,86
26.790526628494263,0.2157045899195621,0.4263737201690674,0.023934806038934955,,entropy,20,sqrt,2,5,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}",0.5695671518464375,0.5799809342230696,0.6442057084737143,0.5739987285441831,0.6039415130324222,0.5943388072239653,0.02761312016795121,76
33.39758977890015,0.26507464464207153,0.567688274383545,0.0546922659080328,,entropy,20,sqrt,2,5,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 125}",0.5676603317866904,0.5850015888147442,0.6426164897336469,0.5730451366815004,0.6042593769866497,0.5945165848006464,0.027134256625298843,74
39.7291501045227,0.3115781484898343,0.6643218994140625,0.02273277355456342,,entropy,20,sqrt,2,5,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 150}",0.5697578338524121,0.5828408007626311,0.6428071959824551,0.5722822631913541,0.6061029879211698,0.5947582163420044,0.02723828436381231,73
