mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_hidden_size,param_lr,param_num_epochs,param_scaler,param_sub_sequence_length,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.8290688037872314,0.1755712485698667,0.08287539482116699,0.013445387564551508,50,0.001,5,RobustScaler(),3,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 5, 'scaler': RobustScaler(), 'sub_sequence_length': 3}",0.5110044017607043,0.5444705882352942,0.46910919540229884,0.6812988574864702,0.8238130563798219,0.6059392198529179,0.13012421110424782,142
4.030404472351075,1.057837601753176,0.09943108558654785,0.012947969524803064,50,0.001,5,RobustScaler(),5,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 5, 'scaler': RobustScaler(), 'sub_sequence_length': 5}",0.4184454289166331,0.3138928402086297,0.3686502177068215,0.40448756822316556,0.8277404921700223,0.4666433094450545,0.18412653209494223,185
3.795033359527588,0.2153242663611204,0.1305546283721924,0.04034440956742362,50,0.001,5,RobustScaler(),7,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 5, 'scaler': RobustScaler(), 'sub_sequence_length': 7}",0.5220916092419943,0.42952699474438605,0.49486803519061584,0.3785932721712538,0.7649925037481259,0.5180144830192751,0.13328078131822946,179
5.130437183380127,0.314194911091182,0.143676233291626,0.019272673488476055,50,0.001,5,RobustScaler(),10,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 5, 'scaler': RobustScaler(), 'sub_sequence_length': 10}",0.5800245599672533,0.6481391976800387,0.426656738644825,0.23358116480793062,0.5821684926331696,0.49411403074664345,0.14918835063764235,184
1.6838706493377686,0.15032834855787697,0.08140349388122559,0.01897413124430141,50,0.001,5,StandardScaler(),3,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 5, 'scaler': StandardScaler(), 'sub_sequence_length': 3}",0.45218087234893956,0.3552941176470588,0.5747126436781609,0.32291040288635,0.5192878338278932,0.4448771740776805,0.09523503214003459,190
2.6089677810668945,0.1612263847630861,0.09576458930969238,0.013283809241000314,50,0.001,5,StandardScaler(),5,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 5, 'scaler': StandardScaler(), 'sub_sequence_length': 5}",0.3419250906161901,0.45376955903271693,0.2960812772133527,0.41297756215888415,0.08351976137211037,0.3176546500786509,0.129218680396702,192
3.4882062911987304,0.21204261504182154,0.11601300239562988,0.02288445627360697,50,0.001,5,StandardScaler(),7,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 5, 'scaler': StandardScaler(), 'sub_sequence_length': 7}",0.4479124442642886,0.29383659818442426,0.49780058651026393,0.21957186544342508,0.4250374812593703,0.37683179513235443,0.10356503613248867,191
4.811294031143189,0.3120613286990591,0.14451656341552735,0.030648433633846978,50,0.001,5,StandardScaler(),10,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 5, 'scaler': StandardScaler(), 'sub_sequence_length': 10}",0.28735161686451083,0.5819236346060899,0.21295606850335072,0.2614622057001239,0.8915753683415187,0.4470537788031188,0.2571147884009645,188
3.0299920082092284,0.341965584854594,0.07865800857543945,0.015616797911095381,50,0.001,10,RobustScaler(),3,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 10, 'scaler': RobustScaler(), 'sub_sequence_length': 3}",0.2933173269307723,0.6517647058823529,0.7262931034482759,0.6109440769693325,0.2882047477744807,0.5141047922010429,0.18608058105644767,181
4.942724895477295,0.3129730246838484,0.10265083312988281,0.016678771096859585,50,0.001,10,RobustScaler(),5,"{'hidden_size': 50, 'lr': 0.001, 'num_epochs': 10, 'scaler': RobustScaler(), 'sub_sequence_length': 5}",0.4671768022553363,0.3485064011379801,0.5682148040638607,0.5985445724681625,0.9090231170768084,0.5782931394004296,0.18710574388837384,172
