mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
82.7543092250824,0.8427871235942466,0.3488465309143066,0.007191183425554409,,entropy,,sqrt,1,2,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.49933261297908854,0.5751509374006991,0.6135655711652152,0.5508582326764145,0.6205975842339478,0.571900987691073,0.04433243677262577,477
103.63236174583434,1.2478689145700352,0.42129764556884763,0.006438958558076222,,entropy,,sqrt,1,2,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 125}",0.5007309476895697,0.5733714648871941,0.6183967961350201,0.552511125238398,0.6183089637635092,0.5726638595427382,0.04417228597575466,466
122.09374475479126,1.902918314573261,0.46883087158203124,0.012343802791855674,,entropy,,sqrt,1,2,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 150}",0.5044810271404055,0.5792183031458532,0.6171254211429661,0.5491417673235856,0.62453909726637,0.5749011232038361,0.04447019719561664,386
81.2775179386139,0.7202526722338999,0.32105650901794436,0.010599115861049476,,entropy,,sqrt,1,5,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}",0.5037182991165067,0.5747696218620909,0.623609433602441,0.557787666878576,0.6203432930705658,0.576045662906036,0.04425115269341841,294
102.22163510322571,0.889655370220573,0.4282520771026611,0.0670572551836471,,entropy,,sqrt,1,5,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 125}",0.5014301150448103,0.5727994915792819,0.6201767211238955,0.5518118245390973,0.6279084551811824,0.5748253214936534,0.04646536320550532,392
124.79131083488464,1.4587105711570696,0.4638700008392334,0.0061872196867883665,,entropy,,sqrt,1,5,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 150}",0.5063242865314943,0.5775659358118843,0.6201767211238955,0.5511125238397966,0.626128417037508,0.5762615768689158,0.04458843447260723,270
81.3388147354126,1.4690431695476762,0.3192006587982178,0.011542424036459414,,entropy,,sqrt,1,10,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}",0.5011758723701774,0.5757229107086114,0.6158540461509122,0.5601398601398602,0.6223776223776224,0.5750540623494367,0.04378361737506211,377
100.44834547042846,0.8952888874103115,0.3910331726074219,0.012635023428080948,,entropy,,sqrt,1,10,125,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 125}",0.4991419309731138,0.5775659358118843,0.6265971648337677,0.5552447552447553,0.6293706293706294,0.5775840832468301,0.048448623683912354,157
120.21548700332642,1.4369366674728012,0.4502756595611572,0.012905571920974187,,entropy,,sqrt,1,10,150,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 150}",0.5071505752240514,0.578900540197013,0.6203038586231009,0.5532739987285442,0.6243483788938334,0.5767954703333087,0.043731822108174785,222
80.44055690765381,0.3532149554914244,0.32082319259643555,0.012407088737853978,,entropy,,sqrt,2,2,100,"{'class_weight': None, 'criterion': 'entropy', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 100}",0.5027648890866332,0.5818239593263426,0.6215116648655521,0.5532104259376986,0.6341385886840433,0.5786899055800541,0.047606499202373226,79
