timestamp,username,message_type,message
1700494873.8699899,Shrimp,seat_location,middle
1700495004.855774,Shrimp,collecting_data,false
1700500162.6565619,Shrimp,collecting_data,true
1700500186.23301,Shrimp,collecting_data,true
1700500189.207767,Shrimp,sitting_on_bus,true
1700500205.5075889,Shrimp,seat_location,back
1700500332.5108628,Shrimp,collecting_data,false
1700509730.084811,Shrimp,collecting_data,true
1700509739.421489,Shrimp,sitting_on_bus,true
1700509754.596952,Shrimp,seat_location,back
1700509994.947324,Shrimp,collecting_data,false
1700519649.0147681,Papyrus Plants,collecting_data,true
1700519653.243235,Papyrus Plants,sitting_on_bus,true
1700519669.417403,Papyrus Plants,seat_location,back
1700520274.677114,Papyrus Plants,collecting_data,false
1700520312.0100021,Papyrus Plants,collecting_data,true
1700520360.7136831,Papyrus Plants,collecting_data,true
1700520391.8348022,Papyrus Plants,sitting_on_bus,true
1700520408.3590531,Papyrus Plants,seat_location,front
1700520524.3648329,Papyrus Plants,seat_location,front
1700520552.000335,Papyrus Plants,collecting_data,false
1700521264.91995,Papyrus Plants,collecting_data,true
1700521411.778758,Papyrus Plants,sitting_on_bus,true
1700521428.691691,Papyrus Plants,seat_location,middle
1700521546.2855759,Papyrus Plants,collecting_data,false
1700527838.72618,Liverleaf,collecting_data,true
1700527953.949295,Liverleaf,sitting_on_bus,true
1700527959.147318,Liverleaf,seat_location,front
1700600758.301583,Gold Mops,collecting_data,true
1700600771.59888,Gold Mops,sitting_on_bus,true
1700600788.647342,Gold Mops,seat_location,middle
1700601163.8704128,Gold Mops,collecting_data,false
1700601584.762974,Shrimp,collecting_data,true
1700601641.774116,Shrimp,sitting_on_bus,true
1700601658.060993,Shrimp,seat_location,front
1700601822.799727,Shrimp,collecting_data,false
1700607340.674823,Shrimp,collecting_data,true
1700607370.402069,Shrimp,sitting_on_bus,true
1700607387.701967,Shrimp,seat_location,back
1700607530.2723079,Shrimp,collecting_data,false
1701122719.9721441,Papyrus Plants,collecting_data,true
1701123598.281365,Papyrus Plants,sitting_on_bus,true
1701123615.074271,Papyrus Plants,seat_location,front
1701123818.8860831,Papyrus Plants,collecting_data,false
1701135736.0258079,Papyrus Plants,sitting_on_bus,true
1701216382.131791,Zebra,collecting_data,true
1701216418.520413,Zebra,sitting_on_bus,true
1701216436.603477,Zebra,seat_location,back
1701216545.1311002,Zebra,collecting_data,false
1701272414.334547,Shrimp,collecting_data,true
1701272429.080429,Shrimp,sitting_on_bus,true
1701272448.4930592,Shrimp,seat_location,back
1701272582.977334,Shrimp,collecting_data,false
1701277780.190062,Shrimp,collecting_data,true
1701277787.215886,Shrimp,sitting_on_bus,true
1701277802.238136,Shrimp,seat_location,back
1701277973.589165,Shrimp,collecting_data,false
1701286396.134794,Rhododendrons,collecting_data,true
1701286433.202596,Rhododendrons,sitting_on_bus,true
1701286452.683244,Rhododendrons,seat_location,middle
1701286603.663988,Rhododendrons,collecting_data,false
