,timestamp,username,message_type,message,trip_idx
108,1683664924.37854,Elk,collecting_data,false,81
109,1683733773.980627,Horse,collecting_data,true,132
110,1683733777.150847,Horse,sitting_on_bus,true,132
111,1683733796.184832,Horse,seat_location,middle,132
112,1683734257.657338,Horse,collecting_data,false,132
113,1683749090.80639,Cat,collecting_data,true,3
114,1683749120.479934,Dog,collecting_data,true,-1
115,1683749172.739243,Cat,sitting_on_bus,true,3
116,1683749175.372864,Dog,collecting_data,true,56
117,1683749189.500176,Cat,seat_location,middle,3
118,1683749194.3432531,Dog,sitting_on_bus,true,56
119,1683749210.678502,Dog,seat_location,middle,56
120,1683749255.047276,Cat,collecting_data,false,3
121,1683749256.472228,Dog,collecting_data,false,56
122,1683764873.191536,Zebra,collecting_data,true,448
123,1683764906.9291658,Zebra,sitting_on_bus,true,448
124,1683764925.189687,Zebra,seat_location,back,448
125,1683765337.273366,Zebra,collecting_data,false,448
126,1683836342.4297051,Dog,collecting_data,true,57
127,1683836375.884996,Cat,collecting_data,true,4
128,1683836391.3092952,Dog,sitting_on_bus,true,57
129,1683836395.04107,Cat,sitting_on_bus,true,4
130,1683836408.076195,Dog,seat_location,front,57
131,1683836411.311722,Cat,seat_location,front,4
132,1683836496.3896031,Dog,collecting_data,false,57
133,1683836497.773666,Cat,collecting_data,false,4
134,1683921994.233789,Dog,collecting_data,true,58
135,1683922024.278306,Cat,collecting_data,true,5
136,1683922038.2205591,Dog,sitting_on_bus,true,58
137,1683922039.1349878,Cat,sitting_on_bus,true,5
138,1683922055.657164,Cat,seat_location,back,5
139,1683922056.194501,Dog,seat_location,back,58
140,1683922130.9046512,Dog,collecting_data,false,58
141,1683922136.91839,Cat,collecting_data,false,5
142,1683953335.70098,Guinea pig,collecting_data,true,-1
143,1683953384.189097,Guinea pig,collecting_data,true,120
144,1683953387.563731,Guinea pig,sitting_on_bus,true,120
145,1683953404.107696,Guinea pig,seat_location,back,120
146,1683953505.755765,Guinea pig,collecting_data,true,120
147,1683953509.029241,Guinea pig,sitting_on_bus,true,120
148,1683953525.0205169,Guinea pig,seat_location,back,120
149,1683953613.0436711,Guinea pig,collecting_data,false,120
150,1684033709.43006,Horse,collecting_data,true,-1
151,1684033743.2844992,Horse,collecting_data,true,133
152,1684033767.810161,Horse,sitting_on_bus,true,133
153,1684033786.080227,Horse,seat_location,middle,133
154,1684034041.4291,Horse,collecting_data,false,133
155,1684170555.906663,Cuckoo,collecting_data,true,-1
156,1684181188.549649,Dog,collecting_data,true,59
157,1684181208.007172,Cat,collecting_data,true,-1
158,1684181255.902714,Dog,sitting_on_bus,true,59
159,1684181261.6326509,Cat,collecting_data,true,6
160,1684181264.574409,Cat,sitting_on_bus,true,6
161,1684181272.710923,Dog,seat_location,middle,59
162,1684181281.138562,Cat,seat_location,middle,6
163,1684181391.66473,Cat,collecting_data,false,6
164,1684181399.1526752,Dog,collecting_data,false,59
165,1684203008.339473,Zebra,collecting_data,true,449
166,1684203067.686126,Zebra,sitting_on_bus,true,449
167,1684203085.713194,Zebra,seat_location,middle,449
168,1684203349.818536,Zebra,collecting_data,false,449
169,1684262043.618444,Jaguar,collecting_data,true,-1
170,1684262117.244164,Jaguar,collecting_data,true,138
171,1684262120.92037,Jaguar,sitting_on_bus,true,138
172,1684262137.9164948,Jaguar,seat_location,middle,138
173,1684262322.629777,Jaguar,collecting_data,false,138
174,1684267695.954418,Jaguar,collecting_data,true,139
175,1684267703.993842,Elk,collecting_data,true,82
176,1684267794.910462,Elk,sitting_on_bus,true,82
177,1684267794.9905229,Jaguar,sitting_on_bus,true,139
178,1684267804.365844,Jaguar,collecting_data,true,139
179,1684267807.2305598,Jaguar,sitting_on_bus,true,139
180,1684267810.539561,Elk,seat_location,back,82
181,1684267823.676686,Jaguar,seat_location,middle,139
182,1684267852.193527,Jaguar,seat_location,back,140
183,1684267996.091686,Jaguar,collecting_data,false,140
184,1684268162.2147698,Elk,seat_location,back,82
185,1684268193.865826,Elk,collecting_data,false,82
186,1684268339.396968,Toad,collecting_data,true,424
187,1684268426.728912,Toad,sitting_on_bus,true,424
188,1684268443.218612,Toad,seat_location,middle,424
189,1684268563.901716,Starfish,collecting_data,true,-1
190,1684268646.451931,Toad,collecting_data,true,-1
191,1684269963.7087212,Jaguar,collecting_data,true,141
192,1684270011.176951,Jaguar,sitting_on_bus,true,141
193,1684270027.093046,Jaguar,seat_location,middle,141
194,1684270582.138724,Jaguar,collecting_data,false,141
195,1684271349.699695,Jaguar,collecting_data,true,142
196,1684271391.6726398,Jaguar,sitting_on_bus,true,142
197,1684271408.078166,Jaguar,seat_location,middle,142
198,1684271811.5049129,Jaguar,collecting_data,false,142
199,1684273714.132865,Cod,collecting_data,true,-1
200,1684273763.810426,Cod,collecting_data,true,44
201,1684273766.8786511,Cod,sitting_on_bus,true,44
202,1684273783.598672,Cod,seat_location,back,44
203,1684273931.618368,Cod,collecting_data,false,44
204,1684274724.9623032,Jaguar,collecting_data,true,143
205,1684274780.730588,Jaguar,sitting_on_bus,true,143
206,1684274797.116877,Jaguar,seat_location,back,143
207,1684275034.680007,Jaguar,collecting_data,false,143
208,1684275928.882846,Toad,collecting_data,true,-1
209,1684277084.631857,Starfish,collecting_data,true,403
210,1684277188.798272,Starfish,sitting_on_bus,true,403
211,1684277210.50052,Starfish,seat_location,back,403
212,1684277221.043441,Starfish,seat_location,middle,404
213,1684277228.028268,Reptile,collecting_data,true,288
214,1684277231.591754,Reptile,sitting_on_bus,true,288
215,1684277237.692248,Starfish,collecting_data,false,404
216,1684277248.742351,Reptile,seat_location,middle,288
217,1684277777.0734658,Reptile,collecting_data,false,288
218,1684279094.193945,Reptile,collecting_data,true,289
219,1684279100.412558,Reptile,sitting_on_bus,true,289
220,1684279120.5518909,Reptile,seat_location,middle,289
221,1684279650.519342,Reptile,collecting_data,true,-1
222,1684281993.197479,Jaguar,collecting_data,true,-1
223,1684282004.285242,Cod,collecting_data,true,-1
224,1684282099.803996,Cod,collecting_data,true,45
225,1684282120.703012,Cod,sitting_on_bus,true,45
226,1684282121.395054,Jaguar,collecting_data,true,-1
227,1684282137.4679852,Cod,seat_location,front,45
228,1684282196.18594,Jaguar,collecting_data,true,-1
229,1684282325.905463,Cod,collecting_data,false,45
230,1684283201.120081,Dog,collecting_data,true,60
231,1684283258.132215,Dog,sitting_on_bus,true,60
232,1684283273.391078,Dog,seat_location,middle,60
233,1684283834.592679,Toad,collecting_data,true,425
234,1684283837.945893,Toad,sitting_on_bus,true,425
235,1684283854.6177058,Toad,seat_location,middle,425
236,1684283898.606139,Toad,collecting_data,false,425
237,1684284027.793747,Dog,collecting_data,false,60
238,1684298682.299821,Reptile,collecting_data,true,290
239,1684298713.722917,Reptile,sitting_on_bus,true,290
240,1684298730.960631,Reptile,seat_location,middle,290
241,1684299191.9490108,Reptile,collecting_data,false,290
242,1684299929.28801,Reptile,collecting_data,true,291
243,1684299968.074667,Reptile,sitting_on_bus,true,291
244,1684299974.4166322,Reptile,collecting_data,true,291
245,1684299986.424833,Reptile,sitting_on_bus,true,291
246,1684300004.033208,Reptile,seat_location,middle,291
247,1684300502.1907148,Reptile,collecting_data,false,291
248,1684345120.2578092,Fly,collecting_data,true,89
249,1684345146.338964,Fly,sitting_on_bus,true,89
250,1684345163.4481258,Fly,seat_location,back,89
251,1684345238.073189,Fly,collecting_data,false,89
252,1684346982.489782,Shrimp,collecting_data,true,300
253,1684346991.114334,Shrimp,sitting_on_bus,true,300
254,1684347024.0241609,Shrimp,seat_location,back,300
255,1684347162.668746,Shrimp,collecting_data,false,300
256,1684348605.315562,Toad,collecting_data,true,426
257,1684348610.723387,Toad,sitting_on_bus,true,426
258,1684348626.526227,Toad,seat_location,middle,426
259,1684348753.739082,Toad,collecting_data,true,426
260,1684348758.004356,Toad,sitting_on_bus,true,426
261,1684348774.654931,Toad,seat_location,middle,426
262,1684348858.677129,Toad,collecting_data,true,426
263,1684348914.505798,Toad,sitting_on_bus,true,426
264,1684348930.371558,Toad,seat_location,middle,426
265,1684348964.484411,Jaguar,collecting_data,true,144
266,1684348994.475297,Toad,collecting_data,false,426
267,1684349084.756603,Jaguar,sitting_on_bus,true,144
268,1684349100.993918,Jaguar,seat_location,middle,144
269,1684349311.73593,Jaguar,seat_location,back,145
270,1684349667.865704,Jaguar,collecting_data,false,145
271,1684354142.006692,Spider,collecting_data,true,-1
272,1684354318.1788669,Spider,collecting_data,true,-1
273,1684354484.551013,Spider,collecting_data,true,341
274,1684354531.150877,Spider,sitting_on_bus,true,341
275,1684354546.1595302,Spider,seat_location,front,341
276,1684354636.816351,Spider,collecting_data,false,341
277,1684357607.630259,Starfish,collecting_data,true,405
278,1684357616.895914,Starfish,sitting_on_bus,true,405
279,1684357636.754204,Starfish,seat_location,middle,405
280,1684357659.540981,Starfish,seat_location,middle,405
281,1684357742.077249,Starfish,collecting_data,false,405
282,1684358857.4831471,Spider,collecting_data,true,342
283,1684359015.891845,Spider,sitting_on_bus,true,342
284,1684359032.294574,Spider,seat_location,back,342
285,1684359143.9292622,Spider,collecting_data,false,342
286,1684359201.634858,Squid,collecting_data,true,355
287,1684359270.383681,Squid,sitting_on_bus,true,355
288,1684359287.716321,Squid,seat_location,back,355
289,1684359333.660095,Squid,seat_location,back,355
290,1684362403.675326,Elk,collecting_data,true,-1
291,1684362865.127571,Jaguar,collecting_data,true,-1
292,1684362954.315508,Jaguar,collecting_data,true,146
293,1684363176.618705,Jaguar,sitting_on_bus,true,146
294,1684363193.938261,Jaguar,seat_location,front,146
295,1684363515.453927,Jaguar,collecting_data,false,146
296,1684368901.386236,Fly,collecting_data,true,-1
297,1684368973.321929,Fly,collecting_data,true,90
298,1684368976.594336,Fly,sitting_on_bus,true,90
299,1684368994.068368,Fly,seat_location,back,90
