timestamp,username,latitude,longitude,speed,speedAcc,vertical_acc,                altitude,course,courseAcc,heading,horizontal_acc,major,minor,rssi,rssi_accuracy,                attitude_pitch,attitude_roll,attitude_yaw,rotation_rate_x,rotation_rate_y,                rotation_rate_z,gravity_accel_x,gravity_accel_y,gravity_accel_z,user_accel_x,                user_accel_y,user_accel_z,magnetic_field_x,magnetic_field_y,magnetic_field_z
1706927768.190884,Northern Blue,36.9998912967716,-122.05834668960262,-1,-1,16.973588943481445,238.3736457824707,-1,-1,107.11387634277344,35,9,2,-80,1.0664998818656657,0.7339459368931687,-0.5877977777922442,0.24600501443595607,-0.48253047466278076,0.10447845607995987,0.7346352934837341,-0.4117589592933655,-0.6698048710823059,-0.6179125905036926,0.057861894369125366,-0.09725439548492432,0.04653191566467285,0,0,0
1706927768.190884,Northern Blue,36.9998912967716,-122.05834668960262,-1,-1,16.973588943481445,238.3736457824707,-1,-1,107.11387634277344,35,9,1,-87,3.5549139483405634,0.7339459368931687,-0.5877977777922442,0.24600501443595607,-0.48253047466278076,0.10447845607995987,0.7346352934837341,-0.4117589592933655,-0.6698048710823059,-0.6179125905036926,0.057861894369125366,-0.09725439548492432,0.04653191566467285,0,0,0
1706927768.190884,Northern Blue,36.9998912967716,-122.05834668960262,-1,-1,16.973588943481445,238.3736457824707,-1,-1,98.7027359008789,35,9,2,-81,1.0430286169858576,0.6953873697138531,-0.5885887330723044,0.3618397269628412,-0.19173920154571533,-0.3156566023826599,-0.013051892630755901,-0.42627623677253723,-0.6406829357147217,-0.6386030316352844,0.0732031762599945,-0.05708611011505127,0.008613348007202148,0,0,0
1706927768.190884,Northern Blue,36.9998912967716,-122.05834668960262,-1,-1,16.973588943481445,238.3736457824707,-1,-1,98.7027359008789,35,9,1,-89,3.331248612112037,0.6953873697138531,-0.5885887330723044,0.3618397269628412,-0.19173920154571533,-0.3156566023826599,-0.013051892630755901,-0.42627623677253723,-0.6406829357147217,-0.6386030316352844,0.0732031762599945,-0.05708611011505127,0.008613348007202148,0,0,0
1706927768.190884,Northern Blue,36.9998912967716,-122.05834668960262,-1,-1,16.973588943481445,238.3736457824707,-1,-1,93.98030090332031,35,9,2,-78,0.8850962810645657,0.5948492374017398,-0.6046442038300546,0.4136211108749173,-0.1410062611103058,0.3059183657169342,0.08792129158973694,-0.47082507610321045,-0.5603839159011841,-0.6813908815383911,0.03845211863517761,-0.09714770317077637,-0.03743547201156616,0,0,0
1706927768.190884,Northern Blue,36.9998912967716,-122.05834668960262,-1,-1,16.973588943481445,238.3736457824707,-1,-1,93.98030090332031,35,9,1,-86,2.8417894284675738,0.5948492374017398,-0.6046442038300546,0.4136211108749173,-0.1410062611103058,0.3059183657169342,0.08792129158973694,-0.47082507610321045,-0.5603839159011841,-0.6813908815383911,0.03845211863517761,-0.09714770317077637,-0.03743547201156616,0,0,0
1706927771.90092,Northern Blue,36.999911241050846,-122.05832590645963,-1,-1,18.23546600341797,238.33980560302734,-1,-1,88.23819732666016,35,9,2,-84,1.026980968445243,0.6327957359588973,-0.4377745562929246,0.4471321446097233,-0.07833229750394821,-0.03820902109146118,-0.027841640636324883,-0.3418434262275696,-0.5914014577865601,-0.730333685874939,0.09051597118377686,-0.11263895034790039,-0.01133507490158081,0,0,0
1706927771.90092,Northern Blue,36.999911241050846,-122.05832590645963,-1,-1,18.23546600341797,238.33980560302734,-1,-1,88.23819732666016,35,9,1,-85,2.4545466906769167,0.6327957359588973,-0.4377745562929246,0.4471321446097233,-0.07833229750394821,-0.03820902109146118,-0.027841640636324883,-0.3418434262275696,-0.5914014577865601,-0.730333685874939,0.09051597118377686,-0.11263895034790039,-0.01133507490158081,0,0,0
1706927771.90092,Northern Blue,36.999911241050846,-122.05832590645963,-1,-1,18.23546600341797,238.33980560302734,-1,-1,82.71317291259766,35,9,2,-79,0.9241013539351575,0.5190564504299907,-0.18424923708599858,0.471237972565138,0.13578921556472778,0.3201137185096741,0.33953937888145447,-0.1590776890516281,-0.4960610866546631,-0.8535910248756409,-0.005152612924575806,0.003568500280380249,-0.052399635314941406,0,0,0
1706927771.90092,Northern Blue,36.999911241050846,-122.05832590645963,-1,-1,18.23546600341797,238.33980560302734,-1,-1,82.71317291259766,35,9,1,-80,1.7434584619443978,0.5190564504299907,-0.18424923708599858,0.471237972565138,0.13578921556472778,0.3201137185096741,0.33953937888145447,-0.1590776890516281,-0.4960610866546631,-0.8535910248756409,-0.005152612924575806,0.003568500280380249,-0.052399635314941406,0,0,0
1706927773.826443,Northern Blue,36.99988948748488,-122.05833045697727,-1,-1,17.403501510620117,238.32027053833008,-1,-1,85.85110473632812,35,9,2,-77,0.7779427926560389,0.6176140957397352,-0.2683311005365177,0.43322084506762093,0.12545965611934662,-0.07583868503570557,-0.03818966820836067,-0.21614451706409454,-0.5790916681289673,-0.7860879898071289,-0.003688812255859375,-0.016626596450805664,0.06868070363998413,0,0,0
1706927773.826443,Northern Blue,36.99988948748488,-122.05833045697727,-1,-1,17.403501510620117,238.32027053833008,-1,-1,85.85110473632812,35,9,1,-86,1.7788095125419037,0.6176140957397352,-0.2683311005365177,0.43322084506762093,0.12545965611934662,-0.07583868503570557,-0.03818966820836067,-0.21614451706409454,-0.5790916681289673,-0.7860879898071289,-0.003688812255859375,-0.016626596450805664,0.06868070363998413,0,0,0
1706927773.826443,Northern Blue,36.99988948748488,-122.05833045697727,-1,-1,17.403501510620117,238.32027053833008,-1,-1,91.3666763305664,35,9,2,-83,0.9091852651461139,0.6708309953906707,-0.29399139361951715,0.34375087499000523,-0.015381960198283195,-0.14078515768051147,-0.17141593992710114,-0.22698204219341278,-0.6216371059417725,-0.7496975660324097,-0.04784396290779114,-0.07803928852081299,0.06650042533874512,0,0,0
1706927773.826443,Northern Blue,36.99988948748488,-122.05833045697727,-1,-1,17.403501510620117,238.32027053833008,-1,-1,91.3666763305664,35,9,1,-87,1.8620637218734164,0.6708309953906707,-0.29399139361951715,0.34375087499000523,-0.015381960198283195,-0.14078515768051147,-0.17141593992710114,-0.22698204219341278,-0.6216371059417725,-0.7496975660324097,-0.04784396290779114,-0.07803928852081299,0.06650042533874512,0,0,0
1706927773.826443,Northern Blue,36.99988948748488,-122.05833045697727,-1,-1,17.403501510620117,238.32027053833008,-1,-1,97.92864227294922,35,9,2,-78,0.8119783127291279,0.6703844627936437,-0.24568453918005878,0.21992397062378358,-0.10649113357067108,-0.09026435017585754,-0.15640106797218323,-0.19058330357074738,-0.6212872862815857,-0.7600526809692383,0.018906712532043457,-0.04048621654510498,-0.032763540744781494,0,0,0
1706927773.826443,Northern Blue,36.99988948748488,-122.05833045697727,-1,-1,17.403501510620117,238.32027053833008,-1,-1,97.92864227294922,35,9,1,-85,1.8074212806120509,0.6703844627936437,-0.24568453918005878,0.21992397062378358,-0.10649113357067108,-0.09026435017585754,-0.15640106797218323,-0.19058330357074738,-0.6212872862815857,-0.7600526809692383,0.018906712532043457,-0.04048621654510498,-0.032763540744781494,0,0,0
1706927776.365408,Northern Blue,36.9999251021132,-122.05812769834378,2.327958822250366,1.9530687884410682,8.683995839643378,242.6521265666561,83.34971150442534,21.837816295727478,99.03925323486328,29.733679656770633,9,2,-83,0.938988827764423,0.5830946931722837,-0.23326584138258247,0.19251431977629418,-0.132402703166008,-0.05203636363148689,-0.010014956817030907,-0.19296051561832428,-0.5506098866462708,-0.8121544718742371,0.003248050808906555,0.004086017608642578,0.00009697675704956055,0,0,0
1706927776.365408,Northern Blue,36.9999251021132,-122.05812769834378,2.327958822250366,1.9530687884410682,8.683995839643378,242.6521265666561,83.34971150442534,21.837816295727478,99.03925323486328,29.733679656770633,9,1,-87,1.8873372715915506,0.5830946931722837,-0.23326584138258247,0.19251431977629418,-0.132402703166008,-0.05203636363148689,-0.010014956817030907,-0.19296051561832428,-0.5506098866462708,-0.8121544718742371,0.003248050808906555,0.004086017608642578,0.00009697675704956055,0,0,0
1706927777.364973,Northern Blue,36.999962942220904,-122.05800092658026,3.712902784347534,2.04083101407041,8.467888078979751,242.50070550885675,76.05682465934004,12.945720995298343,100.07504272460938,26.074243550991763,9,2,-80,0.9171219040805243,0.5355652711514051,-0.18540943623308057,0.1643133505270533,0.11663179844617844,-0.37721651792526245,-0.3043000102043152,-0.15853647887706757,-0.5103272199630737,-0.8452409505844116,0.026395410299301147,0.16859149932861328,-0.041813552379608154,0,0,0
